,nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
7586,543,550,72,176.5,65.9,1,0,0,7,0,0,2628,0,3.0,0.66,2025-04-13,809.0,5000.0,500.0
7587,458,478,74,159.1,68.9,1,1,1,6,1,1,2710,2,4.0,0.95,2024-12-03,471.0,,8375.78683659781
7588,661,319,58,170.2,70.1,0,0,4,2,0,1,3205,3,1.0,0.27,2024-12-22,,495.69,21885.470888056014
7589,846,165,29,167.2,75.8,1,1,3,0,1,0,1201,1,,0.91,2023-11-03,,,500.0
7590,647,616,31,171.8,73.3,0,1,0,3,0,1,2185,4,3.0,0.78,2023-09-28,799.0,,23168.495149922022
7591,464,173,32,161.9,63.0,1,1,3,0,0,1,500,4,,0.83,2020-06-08,,5000.0,31127.376776779896
7592,738,209,38,178.4,58.0,1,1,3,6,0,1,500,4,,0.97,2020-11-03,670.0,5000.0,33010.77883543233
7593,879,2,55,165.7,67.8,0,1,3,7,0,1,3105,4,,0.58,2020-07-26,,10000.0,38265.96739885822
7594,753,98,69,161.6,68.8,1,0,0,0,1,1,1562,2,,0.27,2024-04-12,508.0,10000.0,500.0
7595,72,515,38,174.8,59.3,1,0,2,0,0,1,2797,3,3.0,0.91,2020-06-03,,,28027.82167215302
7596,852,48,70,166.5,56.5,1,0,2,1,1,1,3209,2,4.0,0.38,2021-03-29,396.0,,9222.1650716139
7597,188,558,54,167.8,83.2,0,1,1,7,0,1,4651,0,2.0,0.74,2021-04-04,,,29088.571020632
7598,225,343,22,152.7,87.7,1,0,4,5,1,1,1685,4,,0.23,2023-03-15,484.0,10000.0,2961.229270071471
7599,793,428,27,168.3,74.7,0,1,4,3,1,1,1594,4,3.0,0.62,2022-03-05,803.0,10000.0,6465.412591466861
7600,846,439,62,170.6,71.9,1,0,3,2,1,1,2778,4,,0.56,2020-05-16,,,9362.970305665402
7601,633,505,65,172.4,56.0,1,1,2,7,0,0,2469,3,,0.86,2021-07-24,521.0,10000.0,10297.531110032918
7602,223,400,62,168.2,65.3,1,1,0,0,1,1,3122,0,,0.18,2022-12-16,,5000.0,10759.909329460716
7603,914,157,34,148.4,59.1,1,1,2,6,0,1,4295,1,,0.81,2021-01-27,769.0,10000.0,31783.99174774661
7604,447,521,45,170.8,69.0,0,1,3,2,0,0,500,3,2.0,0.09,2021-04-20,662.0,5000.0,500.0
7605,837,482,32,180.1,66.0,1,1,3,4,0,1,2125,0,0.0,0.38,2023-01-07,,699.91,34705.37835271827
7606,469,392,72,170.3,95.6,0,1,2,6,1,1,1330,4,,0.87,2024-02-25,548.0,,4237.365895141697
7607,591,53,41,195.3,43.1,0,0,4,0,1,1,3631,2,5.0,0.46,2021-12-29,507.0,5000.0,12851.039512940664
7608,803,476,27,146.0,70.4,0,1,2,0,1,0,950,2,2.0,0.92,2023-04-23,659.0,,500.0
7609,557,287,31,151.3,47.0,0,0,0,1,1,0,3651,0,5.0,0.26,2020-08-13,,10000.0,500.0
7610,672,349,37,180.4,92.6,1,1,3,7,1,1,2073,2,,0.52,2021-01-11,516.0,5000.0,26366.755601643945
7611,601,439,75,188.0,58.8,0,0,0,0,1,1,2035,1,3.0,0.38,2024-05-09,426.0,970.54,500.0
7612,846,296,66,168.6,93.3,1,1,1,4,0,1,3130,3,5.0,0.68,2022-03-10,,10000.0,20570.11050047936
7613,473,478,21,151.3,39.2,1,1,2,1,0,0,2515,0,,0.94,2023-01-13,,753.57,2302.0349951306475
7614,953,320,35,169.4,54.2,1,1,1,2,0,1,1197,2,,0.01,2020-04-14,,5000.0,4885.778813600547
7615,110,535,35,178.5,61.9,0,0,0,2,0,1,2420,1,,0.86,2022-08-06,,5000.0,500.0
7616,7,266,38,170.6,80.1,0,1,1,5,0,0,1526,3,3.0,0.49,2024-10-03,,717.99,500.0
7617,555,169,29,175.0,85.6,1,1,1,4,0,0,3654,1,2.0,0.15,2020-06-25,,5000.0,500.0
7618,536,149,54,160.7,75.6,0,1,4,4,0,0,2368,2,,0.77,2024-10-26,,5000.0,500.0
7619,793,442,35,189.3,74.7,1,1,2,1,0,1,3153,2,2.0,0.7,2021-02-17,306.0,592.27,21508.397843216782
7620,444,524,19,174.5,74.2,0,1,3,5,0,1,1858,4,,0.12,2020-06-03,770.0,5000.0,32072.85878787866
7621,128,124,32,170.1,49.3,0,0,0,2,0,1,3038,4,,0.42,2025-03-23,579.0,661.89,500.0
7622,46,584,75,173.6,59.4,1,0,1,2,1,1,500,1,,0.53,2024-04-09,,,500.0
7623,125,357,25,185.6,71.8,0,0,2,4,1,1,2228,3,,0.06,2023-12-26,622.0,10000.0,4415.774479409985
7624,676,655,37,176.3,65.9,0,0,4,7,0,1,3830,0,,0.21,2021-10-09,,848.15,20532.440532087825
7625,505,584,30,168.3,75.1,0,1,3,5,0,0,3317,0,,0.04,2020-07-18,313.0,,2800.4898819304503
7626,319,528,52,168.4,51.8,0,1,4,6,0,0,4512,2,3.0,0.23,2023-06-04,407.0,5000.0,11548.697502580784
7627,969,476,62,170.0,68.8,0,0,4,7,1,1,3118,4,1.0,0.54,2025-03-19,,10000.0,15659.743027457733
7628,618,439,33,169.0,46.0,0,0,3,4,1,1,1807,0,,0.68,2020-04-28,,1214.43,500.0
7629,7,599,48,178.7,54.1,1,0,2,6,1,1,500,4,,0.06,2023-07-23,,,2914.368569576344
7630,336,422,20,156.9,62.7,1,0,1,4,0,1,4026,4,,0.67,2020-12-25,,5000.0,10418.251031544478
7631,950,592,51,179.4,67.7,0,0,4,7,0,1,1984,3,,0.18,2021-02-16,,10000.0,26689.67207147164
7632,111,330,28,176.6,89.0,0,0,2,4,0,1,3056,1,3.0,0.12,2023-05-27,,5000.0,7009.234804374366
7633,284,304,70,182.1,56.9,1,0,4,6,0,1,4143,3,2.0,0.61,2023-01-02,345.0,,33542.54506477974
7634,727,591,61,174.3,58.5,0,1,0,3,1,1,1906,2,4.0,0.18,2024-10-22,,5000.0,500.0
7635,21,43,53,164.7,79.1,0,1,1,1,1,1,2796,1,5.0,0.27,2024-10-27,,574.17,5120.536423754831
7636,138,116,57,170.1,88.9,1,1,2,5,0,0,5082,4,0.0,0.09,2022-10-29,611.0,,9114.31845930516
7637,777,296,73,190.3,52.7,1,0,4,3,0,1,648,0,,0.25,2020-11-16,,5000.0,12817.87177655034
7638,863,57,39,176.4,48.3,1,1,2,6,0,1,4439,3,,0.07,2023-05-17,466.0,,31671.229685618317
7639,115,459,26,163.2,69.5,0,1,3,4,1,0,1879,3,,0.66,2024-09-05,,1836.82,500.0
7640,938,180,63,187.6,72.1,0,0,3,6,1,0,2161,0,2.0,0.34,2022-02-04,472.0,616.71,500.0
7641,846,78,23,170.9,88.8,0,0,4,7,0,1,1807,4,3.0,0.24,2021-07-19,,10000.0,17413.91991293539
7642,331,257,41,180.8,71.7,1,0,0,0,0,1,500,4,,0.43,2021-01-05,,,500.0
7643,883,329,72,179.5,40.6,0,0,2,0,0,0,2893,2,,0.15,2023-11-30,,10000.0,500.0
7644,473,496,51,174.3,87.1,1,1,3,0,1,0,768,4,0.0,0.1,2021-12-16,612.0,10000.0,500.0
7645,321,495,32,173.7,73.3,1,0,2,2,1,1,1946,4,2.0,0.97,2021-05-12,478.0,765.68,500.0
7646,842,384,47,154.9,97.6,0,1,4,2,1,1,2920,1,,0.43,2023-04-07,,5000.0,4583.274115421008
7647,846,414,62,168.2,59.9,0,0,3,0,1,1,1431,4,0.0,0.03,2021-03-24,484.0,5000.0,14240.873649313146
7648,9,480,32,163.8,67.8,1,0,4,0,0,1,3734,4,1.0,0.57,2020-08-15,,,30995.943849835345
7649,815,562,44,184.1,39.5,0,1,1,3,0,0,4374,3,,0.88,2021-01-31,,,500.0
7650,883,367,57,180.2,70.2,1,0,3,6,0,0,500,4,,0.36,2024-04-12,522.0,5000.0,500.0
7651,846,279,46,187.7,44.1,0,1,0,7,1,1,2391,1,4.0,0.1,2020-10-22,506.0,969.19,5051.167213472204
7652,921,338,20,155.7,69.1,1,0,4,4,1,0,1269,4,0.0,0.04,2023-11-18,389.0,5000.0,500.0
7653,465,611,73,174.6,58.3,1,1,3,5,0,1,2646,0,,0.69,2023-12-08,760.0,664.48,48171.27359912562
7654,939,545,73,169.9,82.7,1,0,1,1,1,1,893,2,,0.05,2023-09-04,,1608.04,1048.1458575290612
7655,467,635,32,187.2,98.4,1,0,3,3,1,1,1032,2,,0.38,2022-07-22,370.0,,500.0
7656,837,511,49,182.3,86.4,0,1,3,3,1,0,3680,4,,0.52,2022-10-07,581.0,5000.0,500.0
7657,405,259,38,172.6,56.5,0,0,0,4,1,1,2582,1,,0.95,2022-04-24,,,500.0
7658,738,320,29,162.6,73.1,0,1,0,1,0,1,3587,3,,0.81,2020-05-31,383.0,,14031.78501679676
7659,629,122,62,161.8,58.7,0,0,2,4,0,1,2216,1,5.0,0.76,2022-08-01,671.0,10000.0,18982.93687614728
7660,831,645,54,167.2,41.4,1,1,4,5,0,1,3703,1,,0.54,2023-08-28,473.0,,37153.558248812
7661,351,299,68,153.6,32.1,1,1,1,5,1,1,3261,1,,0.54,2023-01-23,708.0,,7870.208194859536
7662,265,53,74,161.1,105.5,0,0,0,0,1,1,3423,2,0.0,0.47,2023-04-19,716.0,1159.56,500.0
7663,745,257,40,147.9,81.1,0,0,2,7,0,1,1879,3,1.0,0.43,2023-06-18,,5000.0,8990.260486238834
7664,488,550,56,158.4,56.6,0,0,4,5,0,0,3454,4,,0.16,2022-07-29,,5000.0,2105.1619912767005
7665,111,323,24,159.0,94.3,0,1,1,3,1,1,4248,4,,0.81,2025-02-21,665.0,10000.0,13922.033974302432
7666,779,284,72,173.0,83.3,1,1,0,5,1,0,710,3,3.0,0.59,2020-11-14,,457.92,500.0
7667,819,95,25,146.9,87.2,1,1,0,2,1,1,500,0,,0.54,2022-11-18,,10000.0,500.0
7668,560,76,34,159.4,59.4,1,1,3,0,0,0,1687,0,,0.94,2024-12-06,,834.55,9496.351922883734
7669,240,114,35,154.0,62.1,1,0,2,6,0,0,2379,4,,0.08,2021-12-18,,,500.0
7670,750,304,48,172.6,76.3,1,1,4,6,1,0,1789,0,3.0,0.09,2025-02-19,322.0,591.85,500.0
7671,163,42,30,161.0,72.5,1,0,4,4,0,0,2334,2,,0.39,2025-05-15,,471.73,500.0
7672,883,546,51,149.4,66.5,0,0,3,2,1,1,2991,0,,0.89,2021-01-20,,5000.0,3799.72707547826
7673,480,516,25,166.9,72.2,0,1,4,1,1,1,5031,4,1.0,0.53,2022-12-29,,785.27,24503.606759916995
7674,221,442,36,172.0,75.4,0,0,0,0,0,1,2875,0,,0.4,2022-02-08,316.0,10000.0,9552.177403778827
7675,716,84,58,175.0,76.5,1,1,2,3,0,0,2343,4,,0.98,2023-12-27,640.0,5000.0,500.0
7676,77,320,75,159.6,61.2,0,0,2,3,0,0,3374,2,,0.32,2021-04-15,,,500.0
7677,695,181,55,180.0,67.6,1,0,0,1,0,1,3757,3,5.0,0.45,2021-07-17,,,11949.612280470188
7678,753,626,42,175.8,68.6,0,1,3,4,0,0,1250,2,1.0,0.55,2021-02-17,,918.44,500.0
7679,111,304,39,149.2,81.7,1,1,0,4,0,0,3640,4,,0.69,2021-11-26,,5000.0,2652.6545573447333
7680,802,648,60,155.2,80.4,0,1,4,2,1,1,1099,4,4.0,0.02,2021-03-28,804.0,10000.0,4446.480108796232
7681,846,212,49,158.5,56.9,1,0,4,7,0,1,4982,4,,0.92,2024-12-21,380.0,5000.0,38731.423104143134
7682,225,296,52,163.4,62.2,1,1,4,5,0,1,5196,1,,0.48,2021-01-29,,,40491.70293382179
7683,507,208,62,168.2,71.0,0,0,3,5,0,1,2945,3,4.0,0.0,2025-04-28,,460.47,17384.734356060162
7684,681,429,32,169.0,54.9,0,1,4,7,0,1,3282,0,,0.74,2023-03-20,,5000.0,33262.3524140747
7685,738,634,35,183.3,60.3,1,1,4,3,1,1,4021,1,2.0,0.88,2024-05-25,,5000.0,21497.27647971513
7686,392,648,55,176.5,68.4,0,1,4,5,1,1,3739,3,,0.92,2023-05-24,474.0,5000.0,17917.744295181503
7687,556,336,40,159.8,91.4,0,0,0,3,0,0,3495,2,,0.05,2024-02-22,,,500.0
7688,12,531,59,173.0,52.5,0,1,1,7,0,1,988,0,,0.8,2024-09-04,,,12207.052609386465
7689,678,333,25,173.4,88.2,0,1,2,5,1,1,3878,1,3.0,0.85,2023-10-23,,791.88,17475.430265142062
7690,807,149,32,171.8,73.0,0,1,2,6,1,1,2604,4,3.0,0.7,2024-04-08,398.0,5000.0,1213.9079344513937
7691,795,433,67,159.2,68.1,1,0,1,7,0,1,3325,1,3.0,0.13,2020-12-08,458.0,,14045.813719831229
7692,896,207,29,157.7,49.3,0,0,4,5,1,1,3243,2,,0.79,2024-12-01,595.0,,12720.733682334794
7693,374,584,75,155.1,53.4,0,0,0,4,1,0,3823,4,,0.64,2023-02-07,,185.23,500.0
7694,82,463,59,175.6,70.8,1,0,3,2,0,1,2958,2,5.0,0.99,2021-10-29,,,16909.010571962266
7695,91,33,62,169.0,71.1,1,0,2,2,0,1,1859,2,4.0,0.25,2020-09-30,,5000.0,500.0
7696,102,165,26,166.7,78.7,0,0,4,7,1,1,2273,0,,0.42,2021-05-02,400.0,10000.0,14235.528620033025
7697,831,656,63,171.8,82.0,1,0,2,3,0,1,3549,0,4.0,0.21,2024-04-01,,460.35,14099.789501719297
7698,515,403,37,168.4,51.3,0,0,2,5,0,1,2543,4,,0.34,2024-11-23,749.0,5000.0,18419.90181279145
7699,151,524,42,185.8,44.4,1,1,0,3,0,0,4287,4,,0.44,2022-12-06,,10000.0,500.0
7700,629,157,59,187.6,67.0,1,1,3,2,0,0,3760,2,1.0,0.4,2022-07-15,,10000.0,4895.652051207714
7701,964,124,25,184.5,46.5,0,0,0,6,0,1,672,4,,0.36,2023-07-12,418.0,,3479.9070667484834
7702,912,233,65,174.5,86.9,1,1,2,7,1,1,1732,4,4.0,0.11,2023-06-17,659.0,10000.0,14262.073450077
7703,304,248,53,167.1,73.9,0,1,1,5,1,1,1418,4,0.0,0.45,2020-06-11,435.0,,500.0
7704,530,511,45,161.7,88.4,0,0,2,0,1,0,2860,1,5.0,0.12,2022-10-07,,10000.0,500.0
7705,653,302,71,157.7,62.1,0,0,0,1,1,1,3885,0,3.0,0.56,2020-06-05,693.0,,3249.2936006825817
7706,562,73,40,153.1,84.0,1,0,0,7,1,1,1575,1,0.0,0.29,2021-05-03,,757.42,500.0
7707,627,379,38,168.9,65.9,0,1,0,0,0,0,3929,4,3.0,0.56,2024-03-21,780.0,5000.0,500.0
7708,730,83,37,153.3,89.2,0,1,0,6,0,1,2456,3,,0.65,2024-10-29,,10000.0,15405.160981627532
7709,530,635,64,156.1,95.8,0,1,2,4,0,0,2772,3,,0.69,2022-11-26,779.0,1058.91,3951.288049848858
7710,615,479,58,160.0,100.4,1,0,4,5,0,0,1848,2,,0.07,2023-08-19,350.0,5000.0,500.0
7711,904,315,68,182.5,86.4,0,0,2,2,0,0,3839,2,,0.46,2023-02-22,779.0,10000.0,500.0
7712,51,275,29,167.6,44.4,1,1,3,6,1,1,1602,3,0.0,0.2,2024-09-15,,5000.0,26078.689235848244
7713,155,481,57,159.1,74.8,0,0,3,5,1,1,3559,4,4.0,0.45,2021-05-18,,,21121.789105522083
7714,694,550,64,161.7,56.7,1,1,0,4,0,1,2792,4,,0.61,2020-07-15,392.0,1211.48,16719.73863589689
7715,509,287,64,164.7,60.7,0,1,1,7,1,1,1172,2,5.0,0.35,2023-09-14,640.0,5000.0,1800.12858420373
7716,977,648,48,163.5,65.2,1,1,4,4,0,1,2364,2,3.0,0.92,2020-04-08,,10000.0,31780.7135835156
7717,666,149,61,178.0,44.3,0,0,3,7,1,1,2340,2,5.0,0.93,2021-02-15,440.0,10000.0,19314.498263126257
7718,213,84,32,168.8,86.1,1,1,0,0,0,1,2473,2,,0.62,2023-07-07,,,19790.678806263724
7719,769,378,62,163.0,65.7,1,1,4,4,1,0,2184,4,,0.89,2021-03-26,,10000.0,500.0
7720,533,69,20,167.4,91.8,1,1,3,4,0,1,1518,0,5.0,0.43,2023-06-28,,10000.0,22183.548008272657
7721,981,611,67,173.7,72.4,0,1,3,1,0,0,916,2,,0.29,2022-10-04,740.0,,5073.689258128638
7722,479,435,38,165.5,66.4,0,1,4,0,1,0,2591,4,4.0,0.17,2025-01-14,416.0,10000.0,500.0
7723,531,367,60,164.9,45.0,1,1,2,7,1,1,4757,2,,0.5,2023-08-21,446.0,5000.0,29862.460140219
7724,122,304,55,165.8,53.9,1,0,3,4,1,1,3216,0,2.0,0.41,2022-02-10,604.0,10000.0,20943.925321498227
7725,164,459,30,156.0,63.5,1,1,0,0,1,1,5710,2,0.0,0.81,2021-11-12,,10000.0,24888.467615980124
7726,547,458,63,161.4,77.1,0,0,1,7,0,1,2178,3,2.0,0.24,2023-12-09,759.0,5000.0,17971.484206150028
7727,482,320,69,176.8,77.4,1,0,2,6,1,0,3640,4,,0.37,2021-09-09,,1161.69,500.0
7728,358,614,29,161.8,54.0,1,1,4,0,0,0,863,4,,0.69,2022-02-26,543.0,,5642.153727224772
7729,932,551,67,159.3,75.5,0,0,3,3,0,0,2418,4,1.0,0.9,2024-06-08,509.0,622.21,500.0
7730,747,166,52,171.4,64.5,1,0,4,3,0,1,3084,0,1.0,0.39,2021-04-04,,,19491.642121358527
7731,206,165,62,178.6,75.6,0,0,1,1,0,0,2587,0,0.0,0.59,2023-09-10,724.0,10000.0,500.0
7732,831,363,23,149.6,60.9,0,1,1,1,1,0,2385,2,,0.98,2023-05-29,,,500.0
7733,899,232,28,182.0,91.5,0,0,2,3,1,0,1051,2,,0.7,2023-11-20,821.0,5000.0,500.0
7734,932,614,24,163.5,90.3,0,1,0,7,0,1,1781,2,3.0,0.28,2022-07-20,833.0,1050.78,17453.336583715794
7735,961,124,75,164.9,72.6,0,1,2,5,0,1,1264,4,,0.83,2021-02-21,,,15261.875995406484
7736,627,321,38,146.6,67.8,0,0,2,6,1,0,1492,4,,0.7,2025-01-22,558.0,5000.0,500.0
7737,669,407,19,180.2,37.6,1,1,0,6,1,1,2444,0,5.0,0.19,2024-11-17,384.0,361.43,4535.257996446864
7738,461,605,44,171.1,72.3,0,1,3,7,0,1,1641,3,,0.25,2021-07-07,761.0,5000.0,40615.73180553594
7739,556,453,68,170.8,38.7,1,0,4,6,1,1,3610,0,,0.04,2020-02-02,,1040.04,17633.51274670811
7740,709,496,33,171.3,74.6,1,1,1,7,0,1,3489,1,,0.05,2024-12-28,827.0,10000.0,27744.053852427805
7741,688,426,34,175.7,74.1,1,0,2,2,1,1,2240,4,4.0,0.99,2021-12-20,,,500.0
7742,295,124,32,172.3,100.1,0,0,2,0,1,1,1883,1,4.0,0.31,2021-05-07,644.0,10000.0,5818.951251586779
7743,549,630,46,158.8,55.2,0,0,4,1,0,1,2185,4,,0.03,2020-09-11,,5000.0,26057.04589970012
7744,278,294,71,179.4,72.7,1,1,2,6,1,0,3944,2,,0.52,2020-04-27,,10000.0,500.0
7745,846,533,70,172.9,87.4,1,0,2,6,0,1,4184,3,2.0,0.94,2021-07-03,,1204.87,15908.354784865
7746,676,481,20,154.0,81.9,1,0,1,0,0,1,2371,3,2.0,0.46,2022-03-23,797.0,321.86,13156.163203916543
7747,349,503,69,160.7,67.4,0,0,3,6,0,0,4112,3,0.0,0.26,2025-04-14,,10000.0,12586.41190826422
7748,270,338,33,185.4,63.2,0,1,2,6,1,1,1034,3,,0.43,2023-01-24,553.0,10000.0,3969.147540073642
7749,906,604,65,175.1,61.7,0,1,2,6,0,1,2604,3,,0.62,2021-02-11,,688.79,23911.63824112441
7750,480,33,23,157.9,64.6,1,0,0,3,1,0,2795,3,,0.51,2020-03-25,594.0,,500.0
7751,953,294,73,158.5,59.1,0,1,3,4,0,1,1795,4,,0.37,2023-02-10,781.0,,32311.4121741267
7752,961,78,23,168.5,70.7,1,0,3,2,0,0,3189,1,,0.12,2021-01-23,,1273.36,500.0
7753,225,565,50,164.6,54.5,1,1,4,4,1,0,1342,2,3.0,0.78,2022-11-22,,962.86,500.0
7754,415,319,42,169.0,86.3,1,1,4,7,1,1,3039,1,5.0,0.75,2024-01-01,,,18082.57837239261
7755,460,585,31,168.3,85.0,1,1,1,0,0,1,2684,2,4.0,0.64,2024-11-10,,5000.0,20910.232298199648
7756,797,377,27,175.9,64.2,0,1,2,1,0,1,2254,2,,0.16,2023-12-01,569.0,10000.0,25539.18047439039
7757,763,604,49,176.0,72.7,1,1,1,4,1,1,2906,0,5.0,0.69,2024-07-19,,10000.0,4368.271406410772
7758,656,80,21,166.1,63.1,1,0,0,2,0,0,1447,2,,0.6,2023-07-16,,953.54,500.0
7759,489,108,72,183.3,87.7,1,1,0,0,1,1,2938,4,,0.69,2021-01-12,520.0,10000.0,13331.092863537491
7760,79,484,64,166.3,41.5,1,1,4,1,0,1,1041,4,,0.4,2020-07-27,,789.7,27736.925212381917
7761,48,591,56,173.3,66.0,0,1,0,3,0,1,2339,4,2.0,0.51,2024-03-08,,10000.0,5959.221121235392
7762,813,464,59,173.1,46.0,1,0,4,3,0,0,1653,0,,0.27,2024-10-07,,5000.0,500.0
7763,280,287,50,179.0,95.1,0,1,0,7,1,1,1885,2,4.0,0.38,2020-09-13,,10000.0,3063.9924317029386
7764,359,84,36,175.0,87.2,0,0,3,7,0,0,1931,1,,0.73,2023-11-12,,,1963.494118099999
7765,802,114,39,173.6,63.1,1,0,0,4,0,0,2132,4,5.0,0.8,2022-06-05,,,500.0
7766,137,209,22,171.6,90.2,1,0,3,0,0,1,3048,4,0.0,0.11,2021-05-14,400.0,10000.0,25429.596678425223
7767,469,50,67,167.2,67.1,0,1,4,5,1,0,1453,3,0.0,0.46,2023-01-12,843.0,,500.0
7768,444,578,44,169.9,72.6,1,0,0,7,1,1,3609,4,1.0,0.99,2024-10-16,390.0,5000.0,12147.321978233802
7769,931,304,63,181.6,64.5,1,1,4,0,1,1,3459,2,,0.5,2020-09-14,,,28843.82140624938
7770,342,48,31,162.9,92.9,0,0,3,6,1,1,2845,0,,0.9,2022-11-07,446.0,,13351.013922020578
7771,52,524,33,167.3,98.5,0,1,0,6,1,1,3073,1,2.0,0.16,2021-11-07,,5000.0,1371.0456571309232
7772,469,434,32,162.9,76.2,0,1,0,3,0,1,1819,1,5.0,0.06,2025-05-03,,10000.0,500.0
7773,677,545,29,173.7,85.5,0,0,2,0,1,1,5052,1,4.0,0.51,2022-09-11,,603.32,15765.183806585324
7774,629,605,58,158.2,76.8,1,0,0,6,1,1,1620,4,2.0,0.48,2023-09-30,,,500.0
7775,867,459,24,146.6,75.8,1,0,2,5,0,1,500,4,5.0,0.21,2023-04-16,525.0,5000.0,6917.450660096511
7776,725,614,58,159.9,56.5,1,1,0,6,1,1,2651,0,,0.1,2024-01-04,437.0,757.58,13165.068227351532
7777,894,439,58,165.4,39.7,0,0,0,2,0,0,2419,2,2.0,0.62,2020-03-06,,5000.0,500.0
7778,446,42,67,186.5,55.6,1,1,1,0,1,0,5276,2,5.0,0.75,2024-02-16,,10000.0,500.0
7779,811,0,30,165.2,83.6,1,0,4,6,1,1,2072,0,,0.99,2024-08-17,830.0,5000.0,19738.263262613586
7780,119,6,61,164.6,79.9,0,1,1,4,1,1,1914,3,,0.13,2024-01-24,,139.18,500.0
7781,93,206,44,154.4,78.0,1,1,3,6,0,0,4872,3,5.0,0.74,2024-03-01,,5000.0,27808.16795521104
7782,827,322,24,168.3,79.9,1,1,1,6,0,1,1923,3,,0.34,2023-04-11,801.0,10000.0,30288.62576751357
7783,426,206,64,185.3,73.8,0,1,0,6,1,0,4663,0,,0.51,2021-02-09,830.0,,835.0182437101383
7784,478,478,74,138.0,58.7,0,0,0,3,0,1,1275,3,0.0,0.66,2021-01-18,599.0,10000.0,830.9050817575047
7785,76,584,33,165.6,77.2,0,1,1,1,0,1,912,2,,0.76,2024-12-22,,1233.97,500.0
7786,710,223,37,162.4,100.2,0,1,0,2,0,1,1738,2,,0.53,2023-10-18,575.0,878.53,1329.1806728093743
7787,289,330,52,162.3,49.2,1,1,0,2,0,1,2631,0,,0.56,2024-05-25,695.0,5000.0,6700.660209919965
7788,319,616,74,172.9,77.6,0,0,3,5,1,1,1749,4,,0.87,2020-03-03,,5000.0,11719.559527627043
7789,148,207,19,182.2,81.6,0,0,4,2,0,1,2830,2,2.0,0.5,2023-08-20,,10000.0,7951.389679421715
7790,225,46,63,186.1,65.2,1,1,2,5,1,1,3576,4,,0.3,2021-06-28,,,20677.292979868485
7791,753,520,56,161.2,92.7,0,0,3,5,0,1,634,0,,0.4,2024-03-06,,224.35,15057.252243204584
7792,245,327,58,158.2,70.4,0,0,3,1,0,1,3839,0,,0.32,2020-05-23,,596.16,27778.875655567696
7793,922,550,19,171.1,88.6,1,1,3,0,0,1,1756,4,1.0,0.51,2020-09-14,655.0,10000.0,45201.87654571426
7794,352,654,30,161.0,61.2,1,0,1,4,0,1,2056,2,,0.64,2025-05-04,,782.04,2269.066075975016
7795,448,296,54,166.2,67.2,1,0,4,0,0,1,1144,1,0.0,0.06,2020-09-30,,5000.0,14445.605661758987
7796,823,113,65,169.2,66.7,0,0,0,3,0,0,856,0,5.0,0.96,2021-02-11,,,500.0
7797,473,563,34,178.8,50.2,1,1,3,5,0,0,500,4,,0.56,2023-02-02,382.0,,6470.913815818521
7798,964,111,59,187.2,71.5,0,1,2,6,1,0,1252,2,0.0,0.3,2024-04-01,837.0,548.23,500.0
7799,752,645,31,165.1,98.4,1,0,4,1,1,1,811,3,2.0,0.08,2024-04-20,,,11470.0907544736
7800,137,174,38,173.0,86.3,1,1,3,2,1,1,3531,2,3.0,0.3,2023-08-28,,5000.0,15066.338125324157
7801,561,459,54,162.1,67.4,1,0,2,1,1,1,912,4,,0.5,2021-01-07,,10000.0,6385.263557118755
7802,367,439,36,176.3,59.7,1,0,1,5,0,1,2238,2,,0.72,2022-08-17,,,8466.850631186951
7803,425,392,42,177.5,66.7,0,0,3,6,1,1,2137,2,,0.18,2022-01-12,,,19248.40447371682
7804,272,498,38,149.2,90.0,0,1,3,6,0,1,500,1,5.0,0.62,2024-10-28,313.0,10000.0,21950.67899962352
7805,846,581,26,156.7,88.8,0,0,1,5,1,1,3223,1,,0.46,2024-09-25,,,5900.875208427348
7806,962,210,57,159.0,54.4,0,1,4,6,0,0,3473,2,1.0,0.78,2021-10-27,,,500.0
7807,111,111,21,165.8,62.3,0,1,1,2,0,0,1217,2,1.0,0.87,2021-04-04,505.0,10000.0,500.0
7808,707,193,20,178.3,74.0,1,0,0,5,1,1,2378,4,,0.23,2024-07-10,,,629.4490660382135
7809,974,157,32,170.7,98.3,0,0,0,2,0,0,2336,4,5.0,0.63,2021-09-11,594.0,900.11,500.0
7810,577,396,42,183.9,78.0,1,0,4,4,0,1,1214,4,3.0,0.85,2021-11-10,,5000.0,12027.398867886604
7811,91,423,68,167.4,68.3,1,0,1,2,0,0,679,2,5.0,0.7,2024-06-17,,5000.0,500.0
7812,653,124,53,179.3,37.9,1,1,4,3,0,0,4261,0,,0.11,2020-02-10,738.0,,9688.53627990024
7813,531,157,39,154.2,87.2,1,1,3,4,1,1,3906,0,4.0,0.97,2023-05-18,,618.55,32481.422759628276
7814,961,414,35,177.4,65.2,1,0,4,6,0,1,2006,4,,0.06,2024-04-03,379.0,5000.0,34283.58438136306
7815,964,279,39,160.5,69.8,1,1,0,3,0,0,500,0,2.0,0.81,2023-09-12,,10000.0,500.0
7816,669,330,37,167.7,80.8,0,0,4,4,1,1,1801,4,3.0,0.2,2024-04-19,582.0,,500.0
